"scientific_name","common_name","order","family","status_AFR","status_ASI","status_AUS","status_CA","status_CAM","status_CAR","status_EUR","status_hol","status_MID","status_NAM","status_NaN","status_nea","status_oaq","status_oat","status_OCE","status_oin","status_opa","status_PAC","status_pal","status_SAM","status_TT","status_US48","status_USak","status_UShi","status_XX","regions"
"Pterodroma externa","Juan Fernandez Petrel","PROCELLARIIFORMES","Procellariidae",NA,"Vulnerable","Vulnerable",NA,"Vulnerable",NA,NA,"Vulnerable",NA,"Vulnerable",NA,"Vulnerable",NA,NA,"Vulnerable",NA,NA,"Vulnerable",NA,"Vulnerable",NA,"Rare/Accidental Vulnerable",NA,"Vulnerable","Vulnerable","ASI; AUS; CAM; hol; NAM; nea; OCE; PAC; SAM; US48; UShi; XX"
"Pterodroma sandwichensis","Hawaiian Petrel","PROCELLARIIFORMES","Procellariidae",NA,"Endangered",NA,"Rare/Accidental Endangered","Rare/Accidental Endangered",NA,NA,"Endangered",NA,"Endangered",NA,"Endangered",NA,NA,"Endangered",NA,"Endangered","Endangered","Endangered",NA,NA,"Rare/Accidental Endangered","Endemic (country/region) Endangered","Breeding endemic Endangered","Endangered","ASI; CA; CAM; hol; NAM; nea; OCE; opa; PAC; pal; US48; USak; UShi; XX"
"Pterodroma hypoleuca","Bonin Petrel","PROCELLARIIFORMES","Procellariidae",NA,"","",NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",NA,NA,"Rare/Accidental",NA,"","","ASI; AUS; hol; NAM; nea; OCE; opa; PAC; pal; US48; UShi; XX"
"Pterodroma longirostris","Stejneger's Petrel","PROCELLARIIFORMES","Procellariidae",NA,"Vulnerable","Vulnerable",NA,"Vulnerable",NA,NA,"Vulnerable",NA,"Vulnerable",NA,"Vulnerable",NA,NA,"Vulnerable",NA,NA,"Vulnerable","Vulnerable","Vulnerable",NA,"Rare/Accidental Vulnerable",NA,"Vulnerable","Vulnerable","ASI; AUS; CAM; hol; NAM; nea; OCE; PAC; pal; SAM; US48; UShi; XX"
"Ardenna creatopus","Pink-footed Shearwater","PROCELLARIIFORMES","Procellariidae",NA,"Rare/Accidental Vulnerable","Vulnerable","Vulnerable","Vulnerable",NA,NA,"Vulnerable",NA,"Vulnerable",NA,"Vulnerable",NA,NA,"Vulnerable",NA,"Vulnerable","Vulnerable",NA,"Vulnerable",NA,"Vulnerable","Rare/Accidental Vulnerable","Rare/Accidental Vulnerable","Vulnerable","ASI; AUS; CA; CAM; hol; NAM; nea; OCE; opa; PAC; SAM; US48; USak; UShi; XX"
"Ardenna bulleri","Buller's Shearwater","PROCELLARIIFORMES","Procellariidae",NA,"Vulnerable","Vulnerable","Vulnerable","Rare/Accidental Vulnerable",NA,"Rare/Accidental Vulnerable","Vulnerable",NA,"Vulnerable",NA,"Vulnerable",NA,NA,"Vulnerable",NA,"Vulnerable","Vulnerable","Vulnerable","Vulnerable",NA,"Vulnerable","Vulnerable","Vulnerable","Vulnerable","ASI; AUS; CA; CAM; EUR; hol; NAM; nea; OCE; opa; PAC; pal; SAM; US48; USak; UShi; XX"
"Puffinus newelli","Newell's Shearwater","PROCELLARIIFORMES","Procellariidae",NA,"Rare/Accidental Critically endangered","Rare/Accidental Critically endangered",NA,"Critically endangered",NA,NA,"Critically endangered",NA,"Critically endangered",NA,"Critically endangered",NA,NA,"Critically endangered",NA,NA,"Critically endangered",NA,NA,NA,"Rare/Accidental Critically endangered",NA,"Breeding endemic Critically endangered","Critically endangered","ASI; AUS; CAM; hol; NAM; nea; OCE; PAC; US48; UShi; XX"
"Sula brewsteri","Cocos Booby","SULIFORMES","Sulidae",NA,"Rare/Accidental",NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,NA,"",NA,"",NA,"","Rare/Accidental","Rare/Accidental","","ASI; CA; CAM; hol; NAM; nea; OCE; PAC; SAM; US48; USak; UShi; XX"
"Sula granti","Nazca Booby","SULIFORMES","Sulidae",NA,"Rare/Accidental","Rare/Accidental","Rare/Accidental","",NA,NA,"Rare/Accidental",NA,"",NA,"Rare/Accidental",NA,NA,"Rare/Accidental",NA,NA,"Rare/Accidental",NA,"",NA,"Rare/Accidental","Rare/Accidental","Rare/Accidental","","ASI; AUS; CA; CAM; hol; NAM; nea; OCE; PAC; SAM; US48; USak; UShi; XX"
"Urile urile","Red-faced Cormorant","SULIFORMES","Phalacrocoracidae",NA,"",NA,"Rare/Accidental",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"Rare/Accidental","",NA,NA,"ASI; CA; hol; NAM; nea; pal; US48; USak"
"Urile pelagicus","Pelagic Cormorant","SULIFORMES","Phalacrocoracidae",NA,"",NA,"","",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,NA,"","",NA,NA,"","","Rare/Accidental",NA,"ASI; CA; CAM; hol; NAM; nea; OCE; PAC; pal; US48; USak; UShi"
"Egretta eulophotes","Chinese Egret","PELECANIFORMES","Ardeidae",NA,"Vulnerable",NA,NA,NA,NA,NA,"Vulnerable",NA,"Vulnerable",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,NA,"Rare/Accidental Vulnerable",NA,"Vulnerable","ASI; hol; NAM; nea; pal; USak; XX"
"Ardeola bacchus","Chinese Pond-Heron","PELECANIFORMES","Ardeidae",NA,"","Rare/Accidental",NA,NA,NA,"Rare/Accidental","","Rare/Accidental","",NA,"",NA,NA,"Rare/Accidental",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,NA,"Rare/Accidental",NA,"","ASI; AUS; EUR; hol; MID; NAM; nea; OCE; PAC; pal; USak; XX"
"Circus hudsonius","Northern Harrier","ACCIPITRIFORMES","Accipitridae",NA,"Rare/Accidental",NA,"","","","Rare/Accidental","",NA,"","","",NA,NA,"",NA,NA,"","Rare/Accidental","",NA,"","","Rare/Accidental",NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; US48; USak; UShi"
"Haliaeetus leucocephalus","Bald Eagle","ACCIPITRIFORMES","Accipitridae",NA,"Rare/Accidental",NA,"","","Rare/Accidental","Rare/Accidental","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"","",NA,NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak"
"Haliaeetus pelagicus","Steller's Sea-Eagle","ACCIPITRIFORMES","Accipitridae",NA,"Vulnerable",NA,"Rare/Accidental Vulnerable",NA,NA,"Uncertain origin Vulnerable","Vulnerable",NA,"Rare/Accidental Vulnerable",NA,"Rare/Accidental Vulnerable",NA,NA,"Vulnerable",NA,NA,"Vulnerable","Vulnerable",NA,NA,"Rare/Accidental Vulnerable","Rare/Accidental Vulnerable","Rare/Accidental Vulnerable",NA,"ASI; CA; EUR; hol; NAM; nea; OCE; PAC; pal; US48; USak; UShi"
"Tyto javanica","Eastern Barn Owl","STRIGIFORMES","Tytonidae",NA,"","",NA,NA,NA,"","",NA,"",NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,NA,"ASI; AUS; EUR; hol; NAM; nea; OCE; PAC; pal; US48"
"Otus sunia","Oriental Scops-Owl","STRIGIFORMES","Strigidae",NA,"","Rare/Accidental",NA,NA,NA,NA,"","Rare/Accidental","Rare/Accidental",NA,"",NA,NA,"Rare/Accidental",NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; AUS; hol; MID; NAM; nea; OCE; pal; USak"
"Surnia ulula","Northern Hawk Owl","STRIGIFORMES","Strigidae",NA,"",NA,"","","Rare/Accidental","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak"
"Strix nebulosa","Great Gray Owl","STRIGIFORMES","Strigidae",NA,"",NA,"",NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"ASI; CA; EUR; hol; NAM; nea; pal; US48; USak"
"Aegolius funereus","Boreal Owl","STRIGIFORMES","Strigidae",NA,"",NA,"",NA,NA,"","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"ASI; CA; EUR; hol; MID; NAM; nea; pal; US48; USak"
"Ninox japonica","Northern Boobook","STRIGIFORMES","Strigidae",NA,"","Rare/Accidental",NA,NA,NA,"","Rare/Accidental",NA,"Rare/Accidental",NA,"Rare/Accidental",NA,NA,"Rare/Accidental",NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; AUS; EUR; hol; NAM; nea; OCE; pal; USak"
"Falco sparverius","American Kestrel","FALCONIFORMES","Falconidae",NA,"Rare/Accidental",NA,"","","","Rare/Accidental","",NA,"","","",NA,NA,"",NA,NA,"","","","Rare/Accidental","","",NA,"","ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; XX"
"Melopsittacus undulatus","Budgerigar","PSITTACIFORMES","Psittaculidae",NA,"Introduced species","",NA,NA,"Extirpated",NA,"Introduced species",NA,"Extirpated",NA,"Introduced species",NA,NA,"",NA,NA,NA,NA,NA,NA,"Extirpated",NA,NA,NA,"ASI; AUS; CAR; hol; NAM; nea; OCE; US48"
"Lanius cristatus","Brown Shrike","PASSERIFORMES","Laniidae",NA,"","","Rare/Accidental",NA,NA,"Rare/Accidental","","","",NA,"",NA,NA,"",NA,NA,"","",NA,NA,"Rare/Accidental","Rare/Accidental",NA,"","ASI; AUS; CA; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; XX"
"Lanius borealis","Northern Shrike","PASSERIFORMES","Laniidae",NA,"",NA,"",NA,"Rare/Accidental","Rare/Accidental","Rare/Accidental",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"","",NA,NA,"ASI; CA; CAR; EUR; hol; NAM; nea; pal; US48; USak"
"Poecile cinctus","Gray-headed Chickadee","PASSERIFORMES","Paridae",NA,"",NA,"",NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; CA; EUR; hol; NAM; nea; pal; USak"
"Helopsaltes ochotensis","Middendorff's Grasshopper Warbler","PASSERIFORMES","Locustellidae",NA,"","Rare/Accidental",NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"Rare/Accidental",NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,"","ASI; AUS; hol; NAM; nea; OCE; pal; USak; XX"
"Locustella lanceolata","Lanceolated Warbler","PASSERIFORMES","Locustellidae",NA,"",NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","",NA,"",NA,NA,"",NA,NA,"","",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,"ASI; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak"
"Tachycineta bicolor","Tree Swallow","PASSERIFORMES","Hirundinidae",NA,"",NA,"","","","Rare/Accidental","",NA,"","Rare/Accidental","Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","",NA,"","",NA,"Rare/Accidental","ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; US48; USak; XX"
"Progne subis","Purple Martin","PASSERIFORMES","Hirundinidae",NA,"Rare/Accidental",NA,"","","","Rare/Accidental","",NA,"","","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","",NA,"","Rare/Accidental",NA,NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; US48; USak"
"Delichon lagopodum","Siberian House-Martin","PASSERIFORMES","Hirundinidae",NA,"",NA,NA,NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; EUR; hol; MID; NAM; nea; pal; USak"
"Pycnonotus cafer","Red-vented Bulbul","PASSERIFORMES","Pycnonotidae",NA,"","Introduced species",NA,NA,NA,NA,"","Introduced species","Introduced species",NA,"Introduced species",NA,NA,"Introduced species",NA,NA,"","",NA,NA,"Introduced species",NA,"Introduced species",NA,"ASI; AUS; hol; MID; NAM; nea; OCE; PAC; pal; US48; UShi"
"Phylloscopus borealis","Arctic Warbler","PASSERIFORMES","Phylloscopidae",NA,"","","Rare/Accidental","","Rare/Accidental","","","Rare/Accidental","",NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,"","",NA,NA,"ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; pal; US48; USak"
"Phylloscopus examinandus","Kamchatka Leaf Warbler","PASSERIFORMES","Phylloscopidae",NA,"","Outlying islands only","Rare/Accidental",NA,NA,"Rare/Accidental","Rare/Accidental",NA,"Rare/Accidental",NA,"Rare/Accidental",NA,NA,"Outlying islands only",NA,NA,NA,"Rare/Accidental",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; AUS; CA; EUR; hol; NAM; nea; OCE; pal; USak"
"Zosterops simplex","Swinhoe's White-eye","PASSERIFORMES","Zosteropidae",NA,"",NA,NA,"Rare/Accidental",NA,NA,"Introduced species",NA,"Introduced species",NA,"Introduced species",NA,NA,"Rare/Accidental",NA,NA,"Rare/Accidental",NA,NA,NA,"Introduced species",NA,NA,NA,"ASI; CAM; hol; NAM; nea; OCE; PAC; US48"
"Zosterops japonicus","Warbling White-eye","PASSERIFORMES","Zosteropidae",NA,"",NA,NA,NA,NA,NA,"Introduced species",NA,"Introduced species",NA,"Introduced species",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Introduced species",NA,"Introduced species",NA,"ASI; hol; NAM; nea; US48; UShi"
"Corthylio calendula","Ruby-crowned Kinglet","PASSERIFORMES","Regulidae",NA,"",NA,"","","Rare/Accidental","Rare/Accidental","",NA,"",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak"
"Sitta canadensis","Red-breasted Nuthatch","PASSERIFORMES","Sittidae",NA,"",NA,"","","Rare/Accidental","Rare/Accidental","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"","",NA,"","ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak; XX"
"Troglodytes pacificus","Pacific Wren","PASSERIFORMES","Troglodytidae",NA,"",NA,"","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"ASI; CA; CAM; hol; NAM; nea; US48; USak"
"Gracula religiosa","Common Hill Myna","PASSERIFORMES","Sturnidae",NA,"","",NA,NA,"Introduced species",NA,"Introduced species",NA,"Introduced species","Rare/Accidental","Introduced species",NA,NA,"",NA,NA,"",NA,"Rare/Accidental",NA,"Introduced species",NA,NA,NA,"ASI; AUS; CAR; hol; NAM; NaN; nea; OCE; PAC; SAM; US48"
"Spodiopsar cineraceus","White-cheeked Starling","PASSERIFORMES","Sturnidae",NA,"",NA,"Uncertain origin",NA,NA,NA,"",NA,"Uncertain origin",NA,"Uncertain origin",NA,NA,"",NA,NA,"","",NA,NA,NA,"Uncertain origin",NA,NA,"ASI; CA; hol; NAM; nea; OCE; PAC; pal; USak"
"Acridotheres cristatellus","Crested Myna","PASSERIFORMES","Sturnidae",NA,"",NA,"Extirpated",NA,NA,"Introduced species","",NA,"Extirpated",NA,"Extirpated",NA,NA,NA,NA,NA,NA,"","Introduced species",NA,NA,NA,NA,NA,"ASI; CA; EUR; hol; NAM; nea; pal; SAM"
"Ixoreus naevius","Varied Thrush","PASSERIFORMES","Turdidae",NA,"",NA,"","","Rare/Accidental","Rare/Accidental","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak"
"Catharus minimus","Gray-cheeked Thrush","PASSERIFORMES","Turdidae",NA,"",NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","","",NA,NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak"
"Catharus ustulatus","Swainson's Thrush","PASSERIFORMES","Turdidae",NA,"Rare/Accidental",NA,"","","","Rare/Accidental","",NA,"","Rare/Accidental","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","",NA,"","",NA,NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; US48; USak"
"Catharus guttatus","Hermit Thrush","PASSERIFORMES","Turdidae",NA,"",NA,"","","","Rare/Accidental","",NA,"",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"","",NA,NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak"
"Turdus migratorius","American Robin","PASSERIFORMES","Turdidae",NA,"Rare/Accidental",NA,"","","Rare/Accidental","Rare/Accidental","",NA,"",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"","",NA,NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak"
"Turdus eunomus","Dusky Thrush","PASSERIFORMES","Turdidae",NA,"",NA,"Rare/Accidental",NA,NA,"","","Rare/Accidental","",NA,"",NA,NA,"",NA,NA,"Rare/Accidental","",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,"ASI; CA; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak"
"Turdus naumanni","Naumann's Thrush","PASSERIFORMES","Turdidae",NA,"",NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; EUR; hol; MID; NAM; nea; pal; USak"
"Muscicapa griseisticta","Gray-streaked Flycatcher","PASSERIFORMES","Muscicapidae",NA,"","",NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,NA,"","",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; AUS; hol; NAM; nea; OCE; PAC; pal; USak"
"Muscicapa sibirica","Dark-sided Flycatcher","PASSERIFORMES","Muscicapidae",NA,"","Rare/Accidental",NA,NA,"","Rare/Accidental","",NA,"Rare/Accidental",NA,"",NA,NA,"Rare/Accidental",NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; AUS; CAR; EUR; hol; NAM; nea; OCE; pal; USak"
"Muscicapa dauurica","Asian Brown Flycatcher","PASSERIFORMES","Muscicapidae",NA,"","Rare/Accidental",NA,NA,NA,"Rare/Accidental","","Rare/Accidental","",NA,"",NA,NA,"Rare/Accidental",NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; AUS; EUR; hol; MID; NAM; nea; OCE; pal; USak"
"Larvivora sibilans","Rufous-tailed Robin","PASSERIFORMES","Muscicapidae",NA,"",NA,NA,NA,NA,"Rare/Accidental","",NA,"Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; EUR; hol; NAM; nea; pal; USak"
"Larvivora cyane","Siberian Blue Robin","PASSERIFORMES","Muscicapidae",NA,"","Rare/Accidental","Rare/Accidental",NA,NA,"Rare/Accidental","",NA,"",NA,"",NA,NA,"Rare/Accidental",NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; AUS; CA; EUR; hol; NAM; nea; OCE; pal; USak"
"Tarsiger cyanurus","Red-flanked Bluetail","PASSERIFORMES","Muscicapidae",NA,"",NA,"Rare/Accidental","Rare/Accidental",NA,"Rare/Accidental","Rare/Accidental","Rare/Accidental","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"","Rare/Accidental",NA,NA,"ASI; CA; CAM; EUR; hol; MID; NAM; nea; pal; US48; USak"
"Ficedula narcissina","Narcissus Flycatcher","PASSERIFORMES","Muscicapidae",NA,"","Rare/Accidental",NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"Rare/Accidental",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; AUS; hol; NAM; nea; OCE; PAC; pal; USak"
"Ficedula mugimaki","Mugimaki Flycatcher","PASSERIFORMES","Muscicapidae",NA,"","Rare/Accidental",NA,NA,NA,"Uncertain origin","",NA,"Rare/Accidental",NA,"Rare/Accidental",NA,NA,"Rare/Accidental",NA,NA,NA,"Rare/Accidental",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; AUS; EUR; hol; NAM; nea; OCE; pal; USak"
"Ficedula albicilla","Taiga Flycatcher","PASSERIFORMES","Muscicapidae",NA,"",NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,"ASI; EUR; hol; MID; NAM; nea; pal; US48; USak"
"Saxicola stejnegeri","Amur Stonechat","PASSERIFORMES","Muscicapidae",NA,"","",NA,NA,NA,"","","Rare/Accidental","Rare/Accidental",NA,"Rare/Accidental",NA,NA,"",NA,NA,NA,"",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,"ASI; AUS; EUR; hol; MID; NAM; nea; OCE; pal; US48; USak"
"Bombycilla garrulus","Bohemian Waxwing","PASSERIFORMES","Bombycillidae",NA,"",NA,"",NA,"Rare/Accidental","","","Rare/Accidental","",NA,"Rare/Accidental",NA,NA,"Rare/Accidental",NA,NA,"Rare/Accidental","",NA,NA,"","","Rare/Accidental",NA,"ASI; CA; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; UShi"
"Lonchura malacca","Tricolored Munia","PASSERIFORMES","Estrildidae",NA,"",NA,NA,"Introduced species","Introduced species","","","Rare/Accidental","",NA,"",NA,NA,NA,NA,NA,NA,"","","Introduced species","Rare/Accidental",NA,NA,NA,"ASI; CAM; CAR; EUR; hol; MID; NAM; nea; pal; SAM; TT; US48"
"Lonchura atricapilla","Chestnut Munia","PASSERIFORMES","Estrildidae",NA,"Introduced species","",NA,"Introduced species","Introduced species","Introduced species","Introduced species",NA,"Introduced species",NA,"Introduced species",NA,NA,"",NA,NA,"","Introduced species","Introduced species",NA,"Introduced species",NA,"Introduced species",NA,"ASI; AUS; CAM; CAR; EUR; hol; NAM; nea; OCE; PAC; pal; SAM; US48; UShi"
"Prunella montanella","Siberian Accentor","PASSERIFORMES","Prunellidae",NA,"",NA,"Rare/Accidental",NA,NA,"Rare/Accidental","","Rare/Accidental","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,"ASI; CA; EUR; hol; MID; NAM; nea; pal; US48; USak"
"Anthus gustavi","Pechora Pipit","PASSERIFORMES","Motacillidae",NA,"","Rare/Accidental",NA,NA,NA,"Rare/Accidental","","","",NA,"",NA,NA,"Rare/Accidental",NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; AUS; EUR; hol; MID; NAM; nea; OCE; pal; USak"
"Carpodacus roseus","Pallas's Rosefinch","PASSERIFORMES","Fringillidae",NA,"",NA,NA,NA,NA,"Rare/Accidental","",NA,"Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; EUR; hol; NAM; nea; pal; USak"
"Pinicola enucleator","Pine Grosbeak","PASSERIFORMES","Fringillidae",NA,"",NA,"",NA,"Rare/Accidental","","",NA,"",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"ASI; CA; CAR; EUR; hol; NAM; nea; pal; US48; USak"
"Leucosticte arctoa","Asian Rosy-Finch","PASSERIFORMES","Fringillidae",NA,"",NA,NA,NA,NA,NA,"",NA,"Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; hol; NAM; nea; USak"
"Leucosticte tephrocotis","Gray-crowned Rosy-Finch","PASSERIFORMES","Fringillidae",NA,"",NA,"",NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"ASI; CA; EUR; hol; NAM; nea; pal; US48; USak"
"Chloris sinica","Oriental Greenfinch","PASSERIFORMES","Fringillidae",NA,"",NA,"Rare/Accidental",NA,NA,NA,"",NA,"Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,"Uncertain origin","Rare/Accidental",NA,NA,"ASI; CA; hol; NAM; nea; pal; US48; USak"
"Loxia leucoptera","White-winged Crossbill","PASSERIFORMES","Fringillidae",NA,"",NA,"",NA,NA,"","",NA,"",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"ASI; CA; EUR; hol; NAM; nea; pal; US48; USak"
"Spinus pinus","Pine Siskin","PASSERIFORMES","Fringillidae",NA,"Rare/Accidental",NA,"","","Rare/Accidental","Rare/Accidental","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"","",NA,NA,"ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak"
"Plectrophenax hyperboreus","McKay's Bunting","PASSERIFORMES","Calcariidae",NA,"",NA,"Rare/Accidental",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rare/Accidental","Endemic",NA,NA,"ASI; CA; hol; NAM; nea; US48; USak"
"Emberiza elegans","Yellow-throated Bunting","PASSERIFORMES","Emberizidae",NA,"",NA,NA,NA,NA,NA,"",NA,"Rare/Accidental",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; hol; NAM; nea; USak"
"Emberiza pallasi","Pallas's Bunting","PASSERIFORMES","Emberizidae",NA,"",NA,"Rare/Accidental",NA,NA,"Rare/Accidental","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; CA; EUR; hol; NAM; nea; pal; USak"
"Emberiza chrysophrys","Yellow-browed Bunting","PASSERIFORMES","Emberizidae",NA,"",NA,NA,NA,NA,"Rare/Accidental","",NA,"Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; EUR; hol; NAM; nea; pal; USak"
"Emberiza variabilis","Gray Bunting","PASSERIFORMES","Emberizidae",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"ASI; hol; NAM; nea; pal; USak"
"Spizella passerina","Chipping Sparrow","PASSERIFORMES","Passerellidae",NA,"",NA,"","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","ASI; CA; CAM; CAR; hol; NAM; nea; US48; USak; XX"
"Spizelloides arborea","American Tree Sparrow","PASSERIFORMES","Passerellidae",NA,"Rare/Accidental",NA,"",NA,"Rare/Accidental","Rare/Accidental","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"","",NA,NA,"ASI; CA; CAR; EUR; hol; NAM; nea; pal; US48; USak"
