"scientific_name","common_name","order","family","status_AFR","status_ASI","status_AUS","status_CA","status_CAM","status_CAR","status_EUR","status_hol","status_MID","status_NAM","status_NaN","status_nea","status_oaq","status_oat","status_OCE","status_oin","status_opa","status_PAC","status_pal","status_SAM","status_TT","status_US48","status_USak","status_UShi","status_XX","regions"
"Guttera verreauxi","Western Crested Guineafowl","GALLIFORMES","Numididae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Guttera edouardi","Southern Crested Guineafowl","GALLIFORMES","Numididae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Ptilopachus petrosus","Stone Partridge","GALLIFORMES","Odontophoridae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Ptilopachus nahani","Nahan's Partridge","GALLIFORMES","Odontophoridae","Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Xenoperdix udzungwensis","Udzungwa Partridge","GALLIFORMES","Phasianidae","Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Lagopus muta","Rock Ptarmigan","GALLIFORMES","Phasianidae","Rare/Accidental","",NA,"",NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"AFR; ASI; CA; EUR; hol; NAM; nea; pal; US48; USak"
"Perdix perdix","Gray Partridge","GALLIFORMES","Phasianidae","Rare/Accidental","","Introduced species","Introduced species",NA,NA,"","","","Introduced species",NA,"Introduced species",NA,NA,"Introduced species",NA,NA,NA,"",NA,NA,"Introduced species",NA,NA,NA,"AFR; ASI; AUS; CA; EUR; hol; MID; NAM; nea; OCE; pal; US48"
"Phasianus colchicus","Ring-necked Pheasant","GALLIFORMES","Phasianidae","Introduced species","","","Introduced species","Introduced species","Extirpated","Introduced species","","","Introduced species",NA,"Introduced species",NA,NA,"",NA,NA,"","","Introduced species",NA,"Introduced species",NA,"Introduced species",NA,"AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; US48; UShi"
"Afropavo congensis","Congo Peacock","GALLIFORMES","Phasianidae","Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pavo cristatus","Indian Peafowl","GALLIFORMES","Phasianidae","Introduced species","","Introduced species",NA,NA,"Introduced species",NA,"Introduced species",NA,"Introduced species",NA,"Introduced species",NA,NA,"",NA,NA,"","Extirpated",NA,NA,"Introduced species",NA,"Introduced species",NA,"AFR; ASI; AUS; CAR; hol; NAM; nea; OCE; PAC; pal; US48; UShi"
"Gallus gallus","Red Junglefowl","GALLIFORMES","Phasianidae","Introduced species","Introduced species","Introduced species",NA,NA,"Introduced species",NA,"",NA,"Introduced species","Introduced species","Introduced species",NA,NA,"",NA,NA,"",NA,"Introduced species",NA,NA,NA,"Introduced species",NA,"AFR; ASI; AUS; CAR; hol; NAM; NaN; nea; OCE; PAC; SAM; UShi"
"Peliperdix lathami","Latham's Francolin","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Ortygornis sephaena","Crested Francolin","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Ortygornis pondicerianus","Gray Francolin","GALLIFORMES","Phasianidae","","",NA,NA,NA,NA,NA,"","","Introduced species",NA,"Introduced species",NA,NA,"",NA,NA,"","",NA,NA,NA,NA,"Introduced species",NA,"AFR; ASI; hol; MID; NAM; nea; OCE; PAC; pal; UShi"
"Francolinus pintadeanus","Chinese Francolin","GALLIFORMES","Phasianidae","Introduced species","",NA,NA,NA,NA,NA,NA,"Introduced species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR; ASI; MID"
"Campocolinus coqui","Coqui Francolin","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Campocolinus albogularis","White-throated Francolin","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Campocolinus schlegelii","Schlegel's Francolin","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Scleroptila streptophora","Ring-necked Francolin","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Scleroptila levaillantii","Red-winged Francolin","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Scleroptila finschi","Finsch's Francolin","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Scleroptila psilolaema","Moorland Francolin","GALLIFORMES","Phasianidae","Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Scleroptila elgonensis","Elgon Francolin","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Scleroptila afra","Gray-winged Francolin","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Scleroptila gutturalis","Orange River Francolin","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Scleroptila shelleyi","Shelley's Francolin","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Scleroptila whytei","Whyte's Francolin","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Ammoperdix heyi","Sand Partridge","GALLIFORMES","Phasianidae","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; ASI; hol; MID; pal"
"Synoicus chinensis","Blue-breasted Quail","GALLIFORMES","Phasianidae","Introduced species","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"AFR; ASI; AUS; OCE; PAC"
"Synoicus adansonii","Blue Quail","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Margaroperdix madagarensis","Madagascar Partridge","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Coturnix coturnix","Common Quail","GALLIFORMES","Phasianidae","","",NA,NA,NA,NA,"","","","Introduced species",NA,"Introduced species",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Rare/Accidental","AFR; ASI; EUR; hol; MID; NAM; nea; pal; XX"
"Coturnix delegorguei","Harlequin Quail","GALLIFORMES","Phasianidae","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; ASI; hol; MID; pal"
"Alectoris barbara","Barbary Partridge","GALLIFORMES","Phasianidae","",NA,"Extirpated",NA,NA,NA,"","","",NA,NA,NA,NA,NA,"Extirpated",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; AUS; EUR; hol; MID; OCE; pal"
"Alectoris rufa","Red-legged Partridge","GALLIFORMES","Phasianidae","Introduced species Near-threatened",NA,"Introduced species Near-threatened",NA,NA,"Extirpated Near-threatened","Near-threatened","Near-threatened",NA,"Extirpated Near-threatened",NA,"Extirpated Near-threatened",NA,NA,"Introduced species Near-threatened",NA,NA,NA,"Near-threatened",NA,NA,NA,NA,NA,NA,"AFR; AUS; CAR; EUR; hol; NAM; nea; OCE; pal"
"Alectoris chukar","Chukar","GALLIFORMES","Phasianidae","","","Introduced species","Introduced species","Introduced species",NA,"","","","Introduced species",NA,"Introduced species",NA,NA,"Introduced species",NA,NA,"Introduced species","",NA,NA,"Introduced species",NA,"Introduced species",NA,"AFR; ASI; AUS; CA; CAM; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; UShi"
"Perdicula asiatica","Jungle Bush-Quail","GALLIFORMES","Phasianidae","Introduced species","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR; ASI"
"Pternistis hartlaubi","Hartlaub's Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis camerunensis","Mount Cameroon Spurfowl","GALLIFORMES","Phasianidae","Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis nobilis","Handsome Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis castaneicollis","Chestnut-naped Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis erckelii","Erckel's Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,"Introduced species",NA,"Introduced species",NA,"Introduced species",NA,NA,"",NA,NA,"","Introduced species",NA,NA,NA,NA,"Introduced species",NA,"AFR; hol; NAM; nea; OCE; PAC; pal; UShi"
"Pternistis ochropectus","Djibouti Spurfowl","GALLIFORMES","Phasianidae","Critically endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis swierstrai","Swierstra's Spurfowl","GALLIFORMES","Phasianidae","Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis ahantensis","Ahanta Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis griseostriatus","Gray-striped Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis jacksoni","Jackson's Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis adspersus","Red-billed Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis capensis","Cape Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis natalensis","Natal Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis hildebrandti","Hildebrandt's Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis bicalcaratus","Double-spurred Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; hol; pal"
"Pternistis squamatus","Scaly Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis icterorhynchus","Heuglin's Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis clappertoni","Clapperton's Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis harwoodi","Harwood's Spurfowl","GALLIFORMES","Phasianidae","Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis swainsonii","Swainson's Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis leucoscepus","Yellow-necked Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis rufopictus","Gray-breasted Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Pternistis afer","Red-necked Spurfowl","GALLIFORMES","Phasianidae","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; hol; pal"
"Columba livia","Rock Pigeon","COLUMBIFORMES","Columbidae","","","","Introduced species","Introduced species","Introduced species","","","","Introduced species","Introduced species","Introduced species",NA,NA,"",NA,NA,"","","Introduced species","Introduced species","Introduced species","Introduced species","Introduced species","Introduced species","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Columba guinea","Speckled Pigeon","COLUMBIFORMES","Columbidae","","Introduced species",NA,NA,NA,NA,NA,"","Rare/Accidental",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; ASI; hol; MID; pal"
"Columba albitorques","White-collared Pigeon","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Columba oenas","Stock Dove","COLUMBIFORMES","Columbidae","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; ASI; EUR; hol; MID; pal"
"Columba oliviae","Somali Pigeon","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Columba palumbus","Common Wood-Pigeon","COLUMBIFORMES","Columbidae","","",NA,"Rare/Accidental",NA,NA,"","","","Rare/Accidental",NA,"Uncertain origin",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; ASI; CA; EUR; hol; MID; NAM; nea; pal"
"Columba trocaz","Trocaz Pigeon","COLUMBIFORMES","Columbidae","Endemic",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; EUR; hol; pal"
"Columba bollii","Bolle's Pigeon","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; EUR; hol; pal"
"Columba unicincta","Afep Pigeon","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Columba junoniae","Laurel Pigeon","COLUMBIFORMES","Columbidae","Near-threatened",NA,NA,NA,NA,NA,"Near-threatened","Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,NA,NA,NA,"AFR; EUR; hol; pal"
"Columba arquatrix","Rameron Pigeon","COLUMBIFORMES","Columbidae","","",NA,NA,NA,NA,NA,"","Rare/Accidental",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; ASI; hol; MID; pal"
"Columba sjostedti","Cameroon Pigeon","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Columba thomensis","Maroon Pigeon","COLUMBIFORMES","Columbidae","Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Columba delegorguei","Eastern Bronze-naped Pigeon","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Columba iriditorques","Western Bronze-naped Pigeon","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Columba malherbii","Sao Tome Pigeon","COLUMBIFORMES","Columbidae","Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Columba thiriouxi","Mauritius Wood-Pigeon","COLUMBIFORMES","Columbidae","Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Columba pollenii","Comoro Pigeon","COLUMBIFORMES","Columbidae","Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Columba albinucha","White-naped Pigeon","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Aplopelia larvata","Lemon Dove","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Nesoenas picturatus","Malagasy Turtle-Dove","COLUMBIFORMES","Columbidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR; ASI"
"Nesoenas mayeri","Pink Pigeon","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Nesoenas cicur","Mauritius Turtle-Dove","COLUMBIFORMES","Columbidae","Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Nesoenas rodericanus","Rodrigues Turtle-Dove","COLUMBIFORMES","Columbidae","Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Streptopelia turtur","European Turtle-Dove","COLUMBIFORMES","Columbidae","Vulnerable","Vulnerable",NA,NA,NA,NA,"Vulnerable","Vulnerable","Vulnerable","Rare/Accidental Vulnerable",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,"Rare/Accidental Vulnerable",NA,NA,"Uncertain origin Vulnerable","AFR; ASI; EUR; hol; MID; NAM; nea; pal; US48; XX"
"Streptopelia lugens","Dusky Turtle-Dove","COLUMBIFORMES","Columbidae","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; ASI; hol; MID; pal"
"Streptopelia hypopyrrha","Adamawa Turtle-Dove","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Streptopelia orientalis","Oriental Turtle-Dove","COLUMBIFORMES","Columbidae","Rare/Accidental","","Rare/Accidental","Rare/Accidental",NA,NA,"Rare/Accidental","","Rare/Accidental","",NA,"",NA,NA,"Rare/Accidental",NA,NA,NA,"",NA,NA,"Rare/Accidental","Rare/Accidental",NA,"","AFR; ASI; AUS; CA; EUR; hol; MID; NAM; nea; OCE; pal; US48; USak; XX"
"Streptopelia decaocto","Eurasian Collared-Dove","COLUMBIFORMES","Columbidae","","",NA,"Introduced species","Introduced species","Introduced species","","","","Introduced species","Introduced species","Introduced species",NA,NA,NA,NA,NA,NA,"","Rare/Accidental","Rare/Accidental","Introduced species","Introduced species",NA,NA,"AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; pal; SAM; TT; US48; USak"
"Streptopelia roseogrisea","African Collared-Dove","COLUMBIFORMES","Columbidae","","","",NA,"Rare/Accidental","Introduced species","Introduced species","","","Introduced species",NA,"Introduced species",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"","AFR; ASI; AUS; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; pal; SAM; XX"
"Streptopelia reichenowi","White-winged Collared-Dove","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Streptopelia decipiens","Mourning Collared-Dove","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; hol; pal"
"Streptopelia semitorquata","Red-eyed Dove","COLUMBIFORMES","Columbidae","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; ASI; hol; MID; pal"
"Streptopelia capicola","Ring-necked Dove","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Streptopelia vinacea","Vinaceous Dove","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Spilopelia chinensis","Spotted Dove","COLUMBIFORMES","Columbidae","","","",NA,"Introduced species","Extirpated",NA,"","Introduced species","Introduced species",NA,"Introduced species",NA,NA,"",NA,NA,"","",NA,NA,"Introduced species",NA,"Introduced species",NA,"AFR; ASI; AUS; CAM; CAR; hol; MID; NAM; nea; OCE; PAC; pal; US48; UShi"
"Spilopelia senegalensis","Laughing Dove","COLUMBIFORMES","Columbidae","","","",NA,NA,NA,"","","",NA,NA,"Extirpated",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; ASI; AUS; EUR; hol; MID; nea; OCE; pal"
"Turtur chalcospilos","Emerald-spotted Wood-Dove","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Turtur abyssinicus","Black-billed Wood-Dove","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR; MID"
"Turtur afer","Blue-spotted Wood-Dove","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Turtur tympanistria","Tambourine Dove","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR; MID"
"Turtur brehmeri","Blue-headed Wood-Dove","COLUMBIFORMES","Columbidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR"
"Oena capensis","Namaqua Dove","COLUMBIFORMES","Columbidae","","",NA,NA,NA,NA,"Rare/Accidental","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; ASI; EUR; hol; MID; pal"
"Geopelia cuneata","Diamond Dove","COLUMBIFORMES","Columbidae","Introduced species",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR; AUS; OCE"
"Geopelia striata","Zebra Dove","COLUMBIFORMES","Columbidae","Introduced species","","",NA,NA,NA,NA,"Introduced species","Introduced species","",NA,"Introduced species",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"Introduced species",NA,"AFR; ASI; AUS; hol; MID; NAM; nea; OCE; PAC; UShi"
