"scientific_name","common_name","order","family","status_AFR","status_ASI","status_AUS","status_CA","status_CAM","status_CAR","status_EUR","status_hol","status_MID","status_NAM","status_NaN","status_nea","status_oaq","status_oat","status_OCE","status_oin","status_opa","status_PAC","status_pal","status_SAM","status_TT","status_US48","status_USak","status_UShi","status_XX","regions"
"Poecilotriccus russatus","Ruddy Tody-Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Poecilotriccus plumbeiceps","Ochre-faced Tody-Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Poecilotriccus fumifrons","Smoky-fronted Tody-Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Poecilotriccus latirostris","Rusty-fronted Tody-Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Poecilotriccus calopterus","Golden-winged Tody-Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Poecilotriccus pulchellus","Black-backed Tody-Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Taeniotriccus andrei","Black-chested Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Todirostrum maculatum","Spotted Tody-Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"SAM; TT"
"Todirostrum poliocephalum","Gray-headed Tody-Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Todirostrum viridanum","Maracaibo Tody-Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Todirostrum pictum","Painted Tody-Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Todirostrum chrysocrotaphum","Yellow-browed Tody-Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Cnipodectes superrufus","Rufous Twistwing","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,"SAM"
"Rhynchocyclus olivaceus","Eastern Olivaceous Flatbill","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Rhynchocyclus pacificus","Pacific Flatbill","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Rhynchocyclus fulvipectus","Fulvous-breasted Flatbill","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Tolmomyias traylori","Orange-eyed Flatbill","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Tolmomyias assimilis","Yellow-margined Flatbill","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Tolmomyias poliocephalus","Gray-crowned Flatbill","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Tolmomyias viridiceps","Olive-faced Flatbill","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pyrrhomyias cinnamomeus","Cinnamon Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hirundinea ferruginea","Cliff Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Myiotriccus ornatus","Ornate Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Nephelomyias pulcher","Handsome Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Nephelomyias lintoni","Orange-banded Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Nephelomyias ochraceiventris","Ochraceous-breasted Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Ornithion inerme","White-lored Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Suiriri suiriri","Suiriri Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Mecocerculus poecilocercus","White-tailed Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Mecocerculus hellmayri","Buff-banded Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Mecocerculus stictopterus","White-banded Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Mecocerculus leucophrys","White-throated Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Mecocerculus calopterus","Rufous-winged Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Mecocerculus minor","Sulphur-bellied Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Anairetes nigrocristatus","Black-crested Tit-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Anairetes reguloides","Pied-crested Tit-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Anairetes alpinus","Ash-breasted Tit-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Endangered",NA,NA,NA,NA,NA,"SAM"
"Anairetes flavirostris","Yellow-billed Tit-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Anairetes parulus","Tufted Tit-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Anairetes fernandezianus","Juan Fernandez Tit-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Endangered",NA,NA,NA,NA,NA,"SAM"
"Uromyias agilis","Agile Tit-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Uromyias agraphia","Unstreaked Tit-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Nesotriccus tumbezanus","Tumbesian Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Nesotriccus maranonicus","Marañon Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Polystictus pectoralis","Bearded Tachuri","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,NA,NA,"SAM"
"Polystictus superciliaris","Gray-backed Tachuri","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Culicivora caudacuta","Sharp-tailed Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pseudocolopteryx sclateri","Crested Doradito","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Rare/Accidental",NA,NA,NA,NA,"SAM; TT"
"Pseudocolopteryx acutipennis","Subtropical Doradito","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pseudocolopteryx dinelliana","Dinelli's Doradito","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,NA,NA,"SAM"
"Pseudocolopteryx flaviventris","Warbling Doradito","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pseudocolopteryx citreola","Ticking Doradito","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Myiopagis cinerea","Amazonian Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Myiopagis olallai","Foothill Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Myiopagis caniceps","Gray-headed Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Myiopagis subplacens","Pacific Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Myiopagis flavivertex","Yellow-crowned Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Elaenia cristata","Plain-crested Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Elaenia ruficeps","Rufous-crowned Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Elaenia gigas","Mottle-backed Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Elaenia sordida","Small-headed Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Elaenia dayi","Great Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Elaenia obscura","Highland Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Elaenia pelzelni","Brownish Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Elaenia spectabilis","Large Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Elaenia ridleyana","Noronha Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,"SAM"
"Elaenia mesoleuca","Olivaceous Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Elaenia brachyptera","Coopmans's Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Elaenia pallatangae","Sierran Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Elaenia olivina","Tepui Elaenia","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Serpophaga hypoleuca","River Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Serpophaga nigricans","Sooty Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Serpophaga subcristata","White-crested Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Serpophaga griseicapilla","Straneck's Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Phyllomyias virescens","Greenish Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Phyllomyias reiseri","Reiser's Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Phyllomyias urichi","Urich's Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Endangered",NA,NA,NA,NA,NA,"SAM"
"Phyllomyias sclateri","Sclater's Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Phyllomyias fasciatus","Planalto Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Phyllomyias weedeni","Yungas Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,"SAM"
"Phyllomyias plumbeiceps","Plumbeous-crowned Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Phyllomyias griseocapilla","Gray-capped Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,NA,NA,"SAM"
"Acrochordopus burmeisteri","Rough-legged Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Tyranniscus nigrocapillus","Black-capped Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Tyranniscus cinereiceps","Ashy-headed Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Tyranniscus uropygialis","Tawny-rumped Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Zimmerius cinereicapilla","Red-billed Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Zimmerius villarejoi","Mishana Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Zimmerius chicomendesi","Chico's Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Endemic Near-threatened",NA,NA,NA,NA,NA,"SAM"
"Zimmerius acer","Guianan Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Zimmerius albigularis","Choco Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Zimmerius improbus","Spectacled Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Zimmerius chrysops","Golden-faced Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Zimmerius viridiflavus","Peruvian Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Zimmerius bolivianus","Bolivian Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Zimmerius petersi","Venezuelan Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Zimmerius gracilipes","Slender-footed Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Euscarthmus fulviceps","Fulvous-faced Scrub-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Euscarthmus meloryphus","Fulvous-crowned Scrub-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Euscarthmus rufomarginatus","Rufous-sided Scrub-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pseudelaenia leucospodia","Gray-and-white Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Stigmatura napensis","Lesser Wagtail-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Stigmatura bahiae","Bahia Wagtail-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Stigmatura budytoides","Greater Wagtail-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Inezia tenuirostris","Slender-billed Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Inezia inornata","Plain Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Inezia subflava","Amazonian Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Inezia caudata","Pale-tipped Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Myiophobus flavicans","Flavescent Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Myiophobus phoenicomitra","Orange-crested Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
