common_name,scientific_name,status,order,family,region
Willow Ptarmigan,Lagopus lagopus,,GALLIFORMES,Phasianidae,nea
Rock Ptarmigan,Lagopus muta,,GALLIFORMES,Phasianidae,nea
Spruce Grouse,Canachites canadensis,,GALLIFORMES,Phasianidae,nea
Gray Partridge,Perdix perdix,Introduced species,GALLIFORMES,Phasianidae,nea
Elliot's Pheasant,Syrmaticus ellioti,Introduced species,GALLIFORMES,Phasianidae,nea
Ring-necked Pheasant,Phasianus colchicus,Introduced species,GALLIFORMES,Phasianidae,nea
Green Pheasant,Phasianus versicolor,Introduced species,GALLIFORMES,Phasianidae,nea
Kalij Pheasant,Lophura leucomelanos,Introduced species,GALLIFORMES,Phasianidae,nea
Silver Pheasant,Lophura nycthemera,Introduced species,GALLIFORMES,Phasianidae,nea
Indian Peafowl,Pavo cristatus,Introduced species,GALLIFORMES,Phasianidae,nea
Chinese Bamboo-Partridge,Bambusicola thoracicus,Introduced species,GALLIFORMES,Phasianidae,nea
Red Junglefowl,Gallus gallus,Introduced species,GALLIFORMES,Phasianidae,nea
Gray Francolin,Ortygornis pondicerianus,Introduced species,GALLIFORMES,Phasianidae,nea
Black Francolin,Francolinus francolinus,Introduced species,GALLIFORMES,Phasianidae,nea
Himalayan Snowcock,Tetraogallus himalayensis,Introduced species,GALLIFORMES,Phasianidae,nea
Common Quail,Coturnix coturnix,Introduced species,GALLIFORMES,Phasianidae,nea
Japanese Quail,Coturnix japonica,Introduced species Near-threatened,GALLIFORMES,Phasianidae,nea
