"","sort.v2024","species_code","Clements.v2024b.change","text.for.website.v2024b","category","English.name","scientific.name","range","order","family","extinct","extinct.year","sort_v2023","canada_ak_conus"
"1116",17210,"bobfly1",NA,NA,"species","Boat-billed Flycatcher","Megarynchus pitangua",NA,"Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17066,FALSE
"1117",17223,"socfly1",NA,NA,"species","Social Flycatcher","Myiozetetes similis",NA,"Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17079,FALSE
"1118",17234,"grcfly1",NA,NA,"species","Gray-capped Flycatcher","Myiozetetes granadensis",NA,"Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17090,FALSE
"1119",17242,"whbfly1",NA,NA,"species","White-bearded Flycatcher","Phelpsia inornata","llanos of Venezuela","Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17098,FALSE
"1120",17259,"baifly1",NA,NA,"species","Baird's Flycatcher","Myiodynastes bairdii","arid southwestern Ecuador to northwestern Peru (Lima)","Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17115,FALSE
"1121",17260,"strfly1",NA,NA,"species","Streaked Flycatcher","Myiodynastes maculatus",NA,"Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17116,FALSE
"1122",17269,"subfly",NA,NA,"species","Sulphur-bellied Flycatcher","Myiodynastes luteiventris","southeastern Arizona to Costa Rica; winters eastern Ecuador to northern Bolivia","Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17125,TRUE
"1123",17271,"pirfly1",NA,NA,"species","Piratic Flycatcher","Legatus leucophaius",NA,"Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17127,FALSE
"1124",17274,"varfly",NA,NA,"species","Variegated Flycatcher","Empidonomus varius",NA,"Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17130,FALSE
"1125",17277,"croslf1",NA,NA,"species","Crowned Slaty Flycatcher","Empidonomus aurantioatrocristatus",NA,"Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17133,FALSE
"1126",17281,"sntkin1",NA,NA,"species","Snowy-throated Kingbird","Tyrannus niveigularis","far southwestern Colombia to western Ecuador and northwestern Peru (southward to Ancash)","Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17137,FALSE
"1127",17282,"whtkin1",NA,NA,"species","White-throated Kingbird","Tyrannus albogularis","southern Venezuela and the Guianas to northern Bolivia and Amazonian Brazil","Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17138,FALSE
"1128",17283,"trokin","new subspecies",NA,"species","Tropical Kingbird","Tyrannus melancholicus",NA,"Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17139,TRUE
"1129",17285,"trokin1","new group; range","Add new monotypic group Tropical Kingbird (Middle American) Tyrannus melancholicus satrapa. Add new subspecies Tropical Kingbird (West Mexican) Tyrannus melancholicus occidentalis and modify range of satrapa accordingly; range changed from ""southern Arizona to northern Colombia, northern Venezuela, and Trinidad and Tobago"" to ""central Tamaulipas to northern Colombia, northern Venezuela, and Trinidad and Tobago""","group (monotypic)","Tropical Kingbird (Middle American)","Tyrannus melancholicus satrapa","central Tamaulipas to northern Colombia, northern Venezuela, and Trinidad and Tobago","Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17140,FALSE
"1130",17290,"coukin",NA,NA,"species","Couch's Kingbird","Tyrannus couchii","far southern Texas to northern Guatemala and Belize","Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17144,TRUE
"1131",17292,"caskin",NA,NA,"species","Cassin's Kingbird","Tyrannus vociferans",NA,"Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17146,TRUE
"1132",17295,"thbkin",NA,NA,"species","Thick-billed Kingbird","Tyrannus crassirostris",NA,"Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17149,TRUE
"1133",17298,"weskin",NA,NA,"species","Western Kingbird","Tyrannus verticalis","breeds western North America; winters southern Mexico to Costa Rica and (?) Panama","Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17152,TRUE
"1134",17302,"easkin",NA,NA,"species","Eastern Kingbird","Tyrannus tyrannus","eastern North America; winters mainly western Amazon basin","Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17156,TRUE
"1135",17304,"grykin",NA,NA,"species","Gray Kingbird","Tyrannus dominicensis",NA,"Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17158,TRUE
"1136",17318,"sctfly",NA,NA,"species","Scissor-tailed Flycatcher","Tyrannus forficatus","breeds south-central USA; winters to western Panama","Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17172,TRUE
"1137",17322,"fotfly",NA,NA,"species","Fork-tailed Flycatcher","Tyrannus savana",NA,"Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17176,TRUE
"1138",17328,"tyrann1",NA,NA,"spuh","Tyrannus sp.","Tyrannus sp.",NA,"Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17182,FALSE
"1139",17329,"flycat1",NA,NA,"spuh","new world flycatcher sp.","Tyrannidae sp.",NA,"Passeriformes","Tyrannidae (Tyrant Flycatchers)",NA,NA,17183,FALSE
"1140",18816,"vireon1",NA,NA,"family","Vireos, Shrike-Babblers, and Erpornis","Vireonidae",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18667,FALSE
"1141",18853,"rubpep1",NA,NA,"species","Rufous-browed Peppershrike","Cyclarhis gujanensis",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18704,FALSE
"1142",18884,"rucgre1",NA,NA,"species","Rufous-crowned Greenlet","Hylophilus poicilotis","northern Bolivia to eastern Paraguay, northeastern Argentina, and southern Brazil","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18734,FALSE
"1143",18907,"cssvir1",NA,NA,"species","Chestnut-sided Shrike-Vireo","Vireolanius melitophrys",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18757,FALSE
"1144",18924,"tacgre1",NA,NA,"species","Tawny-crowned Greenlet","Tunchiornis ochraceiceps",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18774,FALSE
"1145",18937,"lesgre1",NA,NA,"species","Lesser Greenlet","Pachysylvia decurtata",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18787,FALSE
"1146",18952,"gofgre1",NA,NA,"species","Golden-fronted Greenlet","Pachysylvia aurantiifrons",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18802,FALSE
"1147",18957,"greenl1",NA,NA,"spuh","greenlet sp.","Hylophilus/Tunchiornis/Pachysylvia sp.",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18807,FALSE
"1148",18963,"slavir1",NA,NA,"species","Slaty Vireo","Vireo brevipennis","oak-pine highlands of south-central Mexico","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18813,FALSE
"1149",18964,"bkcvir1",NA,NA,"species","Black-capped Vireo","Vireo atricapilla","breeds Kansas to northern Mexico (Coahuila); winters to Guerrero","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18814,TRUE
"1150",18966,"whevir",NA,NA,"species","White-eyed Vireo","Vireo griseus",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18816,TRUE
"1151",18975,"thbvir",NA,NA,"species","Thick-billed Vireo","Vireo crassirostris",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18825,FALSE
"1152",18994,"jamvir1",NA,NA,"species","Jamaican Vireo","Vireo modestus","lowlands and mountains of Jamaica","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18840,FALSE
"1153",18995,"cubvir1",NA,NA,"species","Cuban Vireo","Vireo gundlachii","woodland of Cuba including Isla de la Juventud (Isle of Pines; south of western Cuba) and adjacent islands","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18841,FALSE
"1154",18996,"purvir1",NA,NA,"species","Puerto Rican Vireo","Vireo latimeri","confined mainly to limestone hills of western and central Puerto Rico","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18842,FALSE
"1155",18997,"flbvir1",NA,NA,"species","Flat-billed Vireo","Vireo nanus","semiarid lowland scrub of Hispaniola including Gonâve Island","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18843,FALSE
"1156",18998,"belvir",NA,NA,"species","Bell's Vireo","Vireo bellii",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18844,TRUE
"1157",19003,"belvir3",NA,NA,"group (monotypic)","Bell's Vireo (Least)","Vireo bellii pusillus","arid southern California; winters to southern Baja California","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18849,FALSE
"1158",19004,"gryvir",NA,NA,"species","Gray Vireo","Vireo vicinior","southwestern USA to northern Baja California; winters to northern Mexico (Sonora)","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18850,TRUE
"1159",19005,"hutvir",NA,NA,"species","Hutton's Vireo","Vireo huttoni",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18851,TRUE
"1160",19021,"yetvir",NA,NA,"species","Yellow-throated Vireo","Vireo flavifrons","eastern Canada to Gulf States; winters to Venezuela and West Indies","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18867,TRUE
"1161",19024,"casvir",NA,NA,"species","Cassin's Vireo","Vireo cassinii",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18870,TRUE
"1162",19027,"buhvir",NA,NA,"species","Blue-headed Vireo","Vireo solitarius",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18873,TRUE
"1163",19028,"buhvir1",NA,NA,"subspecies",NA,"Vireo solitarius solitarius","northeastern British Columbia to eastern USA; winters to Cuba and Costa Rica","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18874,FALSE
"1164",19029,"buhvir2",NA,NA,"subspecies",NA,"Vireo solitarius alticola","southern Appalachian Mountains to southeastern USA; winters to southern Florida","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18875,FALSE
"1165",19032,"plsvir",NA,NA,"species","Plumbeous Vireo","Vireo plumbeus",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18878,TRUE
"1166",19034,"pluvir3",NA,NA,"subspecies",NA,"Vireo plumbeus plumbeus","breeds from interior western USA (northward to southern Idaho, Wyoming, southeastern Montana, and southwestern South Dakota), southward to southern Mexico (to Guerrero and central Oaxaca); northern populations migratory, wintering in southwestern USA (southern Arizona) and western Mexico (southern Sonora southward to southwestern Veracruz and Oaxaca), but resident in southern Mexico (Michoacán, and possibly Jalisco, to Oaxaca)","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18880,FALSE
"1167",19044,"phivir",NA,NA,"species","Philadelphia Vireo","Vireo philadelphicus","breeds eastern North America; winters to northern Colombia","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18889,TRUE
"1168",19045,"warvir",NA,NA,"species","Warbling Vireo","Vireo gilvus",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18890,TRUE
"1169",19067,"reevir1",NA,NA,"species","Red-eyed Vireo","Vireo olivaceus","Canada and west-central and eastern USA; winters to Cuba and central South America","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18910,TRUE
"1170",19071,"chivir1",NA,NA,"species","Chivi Vireo","Vireo chivi",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18914,FALSE
"1171",19085,"yegvir","subspecies revised",NA,"species","Yellow-green Vireo","Vireo flavoviridis",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18928,TRUE
"1172",19092,"bkwvir",NA,NA,"species","Black-whiskered Vireo","Vireo altiloquus",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18933,TRUE
"1173",19100,"yucvir",NA,NA,"species","Yucatan Vireo","Vireo magister",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18941,FALSE
"1174",19104,"vireo1",NA,NA,"spuh","vireo sp.","Vireo sp.",NA,"Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",NA,NA,18945,FALSE
"1175",19356,"orioli1",NA,NA,"family","Old World Orioles","Oriolidae",NA,"Passeriformes","Oriolidae (Old World Orioles)",NA,NA,19198,FALSE
"1176",20212,"bladro1",NA,NA,"species","Black Drongo","Dicrurus macrocercus",NA,"Passeriformes","Dicruridae (Drongos)",NA,NA,20051,FALSE
"1177",20811,"buhshr1",NA,NA,"species","Bull-headed Shrike","Lanius bucephalus",NA,"Passeriformes","Laniidae (Shrikes)",NA,NA,20635,FALSE
"1178",20860,"logshr",NA,NA,"species","Loggerhead Shrike","Lanius ludovicianus",NA,"Passeriformes","Laniidae (Shrikes)",NA,NA,20684,TRUE
"1179",20872,"norshr4",NA,NA,"species","Northern Shrike","Lanius borealis",NA,"Passeriformes","Laniidae (Shrikes)",NA,NA,20696,TRUE
"1180",20881,"norshr1",NA,NA,"species","Great Gray Shrike","Lanius excubitor",NA,"Passeriformes","Laniidae (Shrikes)",NA,NA,20705,FALSE
