"","sort.v2024","species_code","Clements.v2024b.change","text.for.website.v2024b","category","English.name","scientific.name","range","order","family","extinct","extinct.year","sort_v2023","canada_ak_conus"
"284",4776,"allhum4",NA,NA,"subspecies",NA,"Selasphorus sasin sedentarius","Channel Islands (off southern California) and adjacent mainland","Apodiformes","Trochilidae (Hummingbirds)",NA,NA,4805,FALSE
"285",4782,"brthum",NA,NA,"species","Broad-tailed Hummingbird","Selasphorus platycercus","mountains of southwestern USA to Mexico and Guatemala","Apodiformes","Trochilidae (Hummingbirds)",NA,NA,4809,TRUE
"286",4789,"bumhum",NA,NA,"species","Bumblebee Hummingbird","Selasphorus heloisa",NA,"Apodiformes","Trochilidae (Hummingbirds)",NA,NA,4816,FALSE
"287",4802,"selasp",NA,NA,"spuh","Selasphorus sp.","Selasphorus sp.",NA,"Apodiformes","Trochilidae (Hummingbirds)",NA,NA,4829,FALSE
"288",4804,"cubeme1",NA,NA,"species","Cuban Emerald","Riccordia ricordii","Cuba including Isla de la Juventud (Isle of Pines; south of western Cuba), Grand Bahama, Great Abaco, and Andros","Apodiformes","Trochilidae (Hummingbirds)",NA,NA,4831,FALSE
"289",4810,"brbhum",NA,NA,"species","Broad-billed Hummingbird","Cynanthus latirostris",NA,"Apodiformes","Trochilidae (Hummingbirds)",NA,NA,4837,TRUE
"290",4818,"brbhum3",NA,NA,"species","Tres Marias Hummingbird","Cynanthus lawrencei","Tres Marías Islands (off western Mexico)","Apodiformes","Trochilidae (Hummingbirds)",NA,NA,4845,FALSE
"291",4826,"caneme1",NA,NA,"species","Canivet's Emerald","Cynanthus canivetii",NA,"Apodiformes","Trochilidae (Hummingbirds)",NA,NA,4853,FALSE
"292",4861,"whehum",NA,NA,"species","White-eared Hummingbird","Basilinna leucotis",NA,"Apodiformes","Trochilidae (Hummingbirds)",NA,NA,4888,FALSE
"293",4867,"xanhum",NA,NA,"species","Xantus's Hummingbird","Basilinna xantusii","arid scrub of southern Baja California","Apodiformes","Trochilidae (Hummingbirds)",NA,NA,4893,FALSE
"294",4894,"viosab1",NA,NA,"species","Violet Sabrewing","Campylopterus hemileucurus",NA,"Apodiformes","Trochilidae (Hummingbirds)",NA,NA,4920,FALSE
"295",4957,"stthum1",NA,NA,"species","Stripe-tailed Hummingbird","Eupherusa eximia",NA,"Apodiformes","Trochilidae (Hummingbirds)",NA,NA,4983,FALSE
"296",4986,"vichum",NA,NA,"species","Violet-crowned Hummingbird","Ramosomyia violiceps",NA,"Apodiformes","Trochilidae (Hummingbirds)",NA,NA,5012,TRUE
"297",4998,"buvhum1",NA,NA,"species","Blue-vented Hummingbird","Saucerottia hoffmanni","semiarid western Nicaragua to central Costa Rica","Apodiformes","Trochilidae (Hummingbirds)",NA,NA,5024,FALSE
"298",4999,"berhum",NA,NA,"species","Berylline Hummingbird","Saucerottia beryllina",NA,"Apodiformes","Trochilidae (Hummingbirds)",NA,NA,5025,FALSE
"299",5009,"blthum1",NA,NA,"species","Blue-tailed Hummingbird","Saucerottia cyanura",NA,"Apodiformes","Trochilidae (Hummingbirds)",NA,NA,5034,FALSE
"300",5018,"stvhum2",NA,NA,"species","Steely-vented Hummingbird","Saucerottia saucerottei",NA,"Apodiformes","Trochilidae (Hummingbirds)",NA,NA,5043,FALSE
"301",5042,"cinhum1",NA,NA,"species","Cinnamon Hummingbird","Amazilia rutila",NA,"Apodiformes","Trochilidae (Hummingbirds)",NA,NA,5067,FALSE
"302",5048,"bubhum",NA,NA,"species","Buff-bellied Hummingbird","Amazilia yucatanensis",NA,"Apodiformes","Trochilidae (Hummingbirds)",NA,NA,5073,TRUE
"303",5053,"rtlhum",NA,NA,"species","Rufous-tailed Hummingbird","Amazilia tzacatl",NA,"Apodiformes","Trochilidae (Hummingbirds)",NA,NA,5078,FALSE
"304",5157,"hummin",NA,NA,"spuh","hummingbird sp.","Trochilidae sp.",NA,"Apodiformes","Trochilidae (Hummingbirds)",NA,NA,5182,TRUE
"305",5198,"rallid1",NA,NA,"family","Rails, Gallinules, and Coots","Rallidae",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5226,FALSE
"306",5199,"ridrai1",NA,NA,"species","Ridgway's Rail","Rallus obsoletus",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5227,TRUE
"307",5204,"kinrai2",NA,NA,"species","Aztec Rail","Rallus tenuirostris","central Mexico","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5232,FALSE
"308",5205,"manrai1",NA,NA,"species","Mangrove Rail","Rallus longirostris",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5233,FALSE
"309",5215,"kinrai4",NA,NA,"species","King Rail","Rallus elegans",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5243,TRUE
"310",5219,"clarai11",NA,NA,"species","Clapper Rail","Rallus crepitans",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5247,TRUE
"311",5240,"virrai","split","Polytypic Virginia Rail Rallus limicola is split into polytypic Virginia Rail Rallus limicola (with subspecies limicola and friedmanni) and polytypic Ecuadorian Rail Rallus aequatorialis (with subspecies aequatorialis and meyerdeschauenseei)","species","Virginia Rail","Rallus limicola",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5268,TRUE
"312",5259,"rallus1",NA,NA,"spuh","Rallus sp.","Rallus sp.",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5288,FALSE
"313",5312,"bubrai1",NA,NA,"species","Buff-banded Rail","Gallirallus philippensis",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5342,FALSE
"314",5398,"sora",NA,NA,"species","Sora","Porzana carolina","southern Alaska to northern Baja California and southern USA; winters to West Indies and northern South America","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5428,TRUE
"315",5405,"commoo3",NA,NA,"species","Eurasian Moorhen","Gallinula chloropus",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5436,FALSE
"316",5411,"comgal1",NA,NA,"species","Common Gallinule","Gallinula galeata",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5442,TRUE
"317",5430,"eurcoo",NA,NA,"species","Eurasian Coot","Fulica atra",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5461,FALSE
"318",5437,"rekcoo1",NA,NA,"species","Red-knobbed Coot","Fulica cristata","southern Spain and Morocco; eastern and southern Africa and Madagascar","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5468,FALSE
"319",5443,"y00475",NA,NA,"species","American Coot","Fulica americana",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5474,TRUE
"320",5456,"coot1",NA,NA,"spuh","coot sp.","Fulica sp.",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5487,FALSE
"321",5458,"purgal2",NA,NA,"species","Purple Gallinule","Porphyrio martinica","locally from southern USA to northern Argentina and West Indies","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5489,TRUE
"322",5459,"azugal1",NA,NA,"species","Azure Gallinule","Porphyrio flavirostris","eastern Colombia to southern Venezuela, the Guianas, northern Argentina, and Brazil","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5490,FALSE
"323",5463,"purswa1",NA,NA,"species","Western Swamphen","Porphyrio porphyrio","Iberian Peninsula and northwestern Africa (Morocco to Tunisia)","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5494,TRUE
"324",5477,"gyhswa1",NA,NA,"subspecies",NA,"Porphyrio poliocephalus caspius","Caspian Sea to northwestern Iran and Türkiye","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5508,FALSE
"325",5549,"spocra2",NA,NA,"species","Spotless Crake","Zapornia tabuensis",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5579,FALSE
"326",5569,"yelrai",NA,NA,"species","Yellow Rail","Coturnicops noveboracensis",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5597,TRUE
"327",5594,"blkrai",NA,NA,"species","Black Rail","Laterallus jamaicensis",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5621,TRUE
"328",5603,"porzan1","concept change (minor); name change - English and sciname; sequence","Previously Porzana/Zapornia/Hapalocrex sp., which was surely the correct conversion after Porzana was initially split into three genera. But all uses to date are Old World, so it seems far better to emove Yellow-breasted Crake from this spuh than to add in a suite of irrelevant New World taxa. Fundamentally,","spuh","Porzana/Zapornia sp.","Porzana/Zapornia sp.",NA,"Gruiformes","Rallidae (Rails, Gallinules, and Coots)",NA,NA,5607,FALSE
"329",5614,"limpki",NA,NA,"species","Limpkin","Aramus guarauna",NA,"Gruiformes","Aramidae (Limpkin)",NA,NA,5642,TRUE
"330",5639,"demcra1",NA,NA,"species","Demoiselle Crane","Anthropoides virgo","Palearctic; winters in northeastern Africa and southern Asia","Gruiformes","Gruidae (Cranes)",NA,NA,5667,FALSE
"331",5642,"sibcra1",NA,NA,"species","Siberian Crane","Leucogeranus leucogeranus","breeds Arctic Siberia; winters to northern India and China","Gruiformes","Gruidae (Cranes)",NA,NA,5670,FALSE
"332",5643,"sancra",NA,NA,"species","Sandhill Crane","Antigone canadensis",NA,"Gruiformes","Gruidae (Cranes)",NA,NA,5671,TRUE
"333",5644,"sancra1","name change - English","Change group names for Sandhill Crane Antigone canadensis from Sandhill Crane (canadensis) to Sandhill Crane (Lesser), Sandhill Crane (tabida/rowani) to Sandhill Crane (Greater), Sandhill Crane (pulla) to Sandhill Crane (Mississippi), Sandhill Crane (pratensis) to Sandhill Crane (Florida), and Sandhill Crane (nesiotes) to Sandhill Crane (Cuban)","group (monotypic)","Sandhill Crane (Lesser)","Antigone canadensis canadensis","Arctic North America and eastern Siberia; winters southwestern USA and northern Mexico","Gruiformes","Gruidae (Cranes)",NA,NA,5672,FALSE
"334",5646,"sancra7",NA,NA,"subspecies",NA,"Antigone canadensis rowani","British Columbia to northern Ontario; winters to northern Mexico","Gruiformes","Gruidae (Cranes)",NA,NA,5674,FALSE
"335",5647,"sancra8",NA,NA,"subspecies",NA,"Antigone canadensis tabida","mid-continental North America; winters southern USA and northern Mexico","Gruiformes","Gruidae (Cranes)",NA,NA,5675,FALSE
"336",5662,"whocra",NA,NA,"species","Whooping Crane","Grus americana","breeds northern Canada; winters coastal southeastern Texas","Gruiformes","Gruidae (Cranes)",NA,NA,5690,TRUE
"337",5666,"crane1",NA,NA,"spuh","crane sp.","Gruidae sp.",NA,"Gruiformes","Gruidae (Cranes)",NA,NA,5694,FALSE
"338",5668,"magplo1",NA,NA,"species","Magellanic Plover","Pluvianellus socialis","breeds lagoons and ponds of inland western Santa Cruz Province (southwestern Argentina), southeastern Magallanes Province (far southeastern Chile), and northern and central Isla Grande de Tierra del Fuego; non-breeders reach coastal east-central and southeastern Argentina northward to southeastern Buenos Aires Province","Charadriiformes","Pluvianellidae (Magellanic Plover)",NA,NA,5696,FALSE
"339",5675,"snoshe2",NA,NA,"species","Snowy Sheathbill","Chionis albus","southern Argentina, southern Chile, Antarctic Peninsula, and Falkland Islands","Charadriiformes","Chionidae (Sheathbills)",NA,NA,5703,FALSE
"340",5707,"piesti1",NA,NA,"species","Pied Stilt","Himantopus leucocephalus","Indonesia to Australia and New Zealand; winters to Philippines","Charadriiformes","Recurvirostridae (Stilts and Avocets)",NA,NA,5735,FALSE
"341",5713,"bknsti",NA,NA,"species","Black-necked Stilt","Himantopus mexicanus",NA,"Charadriiformes","Recurvirostridae (Stilts and Avocets)",NA,NA,5741,TRUE
"342",5714,"bknsti1",NA,NA,"group (monotypic)","Black-necked Stilt (Black-necked)","Himantopus mexicanus mexicanus","western and southern USA to eastern Ecuador, southwestern Peru, and northeastern Brazil; West Indies","Charadriiformes","Recurvirostridae (Stilts and Avocets)",NA,NA,5742,FALSE
"343",5715,"hawsti1",NA,NA,"group (monotypic)","Black-necked Stilt (Hawaiian)","Himantopus mexicanus knudseni","Hawaiian Islands","Charadriiformes","Recurvirostridae (Stilts and Avocets)",NA,NA,5743,FALSE
"344",5720,"pieavo1",NA,NA,"species","Pied Avocet","Recurvirostra avosetta","northern Africa and Eurasia; winters to South Africa and southern Asia","Charadriiformes","Recurvirostridae (Stilts and Avocets)",NA,NA,5748,FALSE
"345",5723,"ameavo",NA,NA,"species","American Avocet","Recurvirostra americana","southern Canada to northern Mexico; winters southern USA to Costa Rica and Cuba","Charadriiformes","Recurvirostridae (Stilts and Avocets)",NA,NA,5751,TRUE
"346",5725,"y00722",NA,NA,"spuh","stilt/avocet sp.","Recurvirostridae sp.",NA,"Charadriiformes","Recurvirostridae (Stilts and Avocets)",NA,NA,5753,FALSE
"347",5729,"euroys1",NA,NA,"species","Eurasian Oystercatcher","Haematopus ostralegus",NA,"Charadriiformes","Haematopodidae (Oystercatchers)",NA,NA,5757,FALSE
"348",5734,"pieoys1",NA,NA,"species","Pied Oystercatcher","Haematopus longirostris","coastal Australia including Tasmania, and southern New Guinea, Aru, and Kai islands","Charadriiformes","Haematopodidae (Oystercatchers)",NA,NA,5762,FALSE
"349",5737,"varoys1",NA,NA,"species","Variable Oystercatcher","Haematopus unicolor","coasts and islands of New Zealand","Charadriiformes","Haematopodidae (Oystercatchers)",NA,NA,5765,FALSE
"350",5742,"ameoys",NA,NA,"species","American Oystercatcher","Haematopus palliatus",NA,"Charadriiformes","Haematopodidae (Oystercatchers)",NA,NA,5770,TRUE
"351",5749,"blkoys",NA,NA,"species","Black Oystercatcher","Haematopus bachmani","western Aleutians to central Baja California and Los Coronados Islands","Charadriiformes","Haematopodidae (Oystercatchers)",NA,NA,5777,TRUE
"352",5752,"oyster1",NA,NA,"spuh","oystercatcher sp.","Haematopus sp.",NA,"Charadriiformes","Haematopodidae (Oystercatchers)",NA,NA,5780,FALSE
"353",5754,"bkbplo",NA,NA,"species","Black-bellied Plover","Pluvialis squatarola","Holarctic; almost cosmopolitan post-breeding dispersal","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5782,TRUE
"354",5755,"eugplo",NA,NA,"species","European Golden-Plover","Pluvialis apricaria",NA,"Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5783,FALSE
"355",5758,"amgplo",NA,NA,"species","American Golden-Plover","Pluvialis dominica","breeds Alaska and northern Canada; winters in southern South America, primarily in eastern Argentina and adjacent Paraguay and southern Brazil","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5786,TRUE
"356",5759,"pagplo",NA,NA,"species","Pacific Golden-Plover","Pluvialis fulva","winters from eastern Africa southward through Asia and the tropical Pacific to Australia and New Zealand","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5787,TRUE
"357",5762,"y00494",NA,NA,"spuh","Black-bellied Plover/golden-plover sp.","Pluvialis sp.",NA,"Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5790,FALSE
"358",5770,"killde",NA,NA,"species","Killdeer","Charadrius vociferus",NA,"Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5798,TRUE
"359",5774,"corplo",NA,NA,"species","Common Ringed Plover","Charadrius hiaticula",NA,"Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5802,TRUE
"360",5777,"semplo",NA,NA,"species","Semipalmated Plover","Charadrius semipalmatus","breeds northern North America; winters to southern South America and Hawaiian Islands","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5805,TRUE
"361",5779,"pipplo",NA,NA,"species","Piping Plover","Charadrius melodus","eastern Canada and USA; winters southeastern USA, Bahamas, and Greater Antilles","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5807,TRUE
"362",5795,"norlap",NA,NA,"species","Northern Lapwing","Vanellus vanellus","Palearctic; winters to northern Africa, India, Myanmar, and southern China","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5823,FALSE
"363",5835,"soulap1",NA,NA,"species","Southern Lapwing","Vanellus chilensis",NA,"Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5862,FALSE
"364",5860,"dobplo1",NA,NA,"species","Double-banded Plover","Anarhynchus bicinctus",NA,"Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5887,FALSE
"365",5864,"rebdot1",NA,NA,"species","Red-breasted Dotterel","Anarhynchus obscurus",NA,"Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5891,FALSE
"366",5867,"wilplo",NA,NA,"species","Wilson's Plover","Anarhynchus wilsonia",NA,"Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5894,TRUE
"367",5872,"colplo1",NA,NA,"species","Collared Plover","Anarhynchus collaris","Mexico to northern Argentina and central Chile","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5899,FALSE
"368",5873,"mouplo",NA,NA,"species","Mountain Plover","Anarhynchus montanus","Great Plains of western Canada to southwestern USA; winters to northern Mexico","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5900,TRUE
"369",5875,"twbplo1",NA,NA,"species","Two-banded Plover","Anarhynchus falklandicus","southern Chile, Argentina, and Falkland Islands; winters to southern Brazil","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5902,FALSE
"370",5878,"sthplo1",NA,NA,"species","St. Helena Plover","Anarhynchus sanctaehelenae","St. Helena Island (southern Atlantic Ocean)","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5905,FALSE
"371",5880,"snoplo5",NA,NA,"species","Snowy Plover","Anarhynchus nivosus",NA,"Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5907,TRUE
"372",5903,"plover2",NA,NA,"spuh","plover sp.","Charadriidae sp.",NA,"Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,5930,FALSE
"373",5925,"norjac","subspecies deleted; range","Synonymize Jacana spinosa gymnostoma and Jacana spinosa violacea with nominate, rendering Jacana spinosa monotypic; modify range to ""inland southern Sinaloa and central Tamaulipas (northwestern and northeastern Mexico); rarely southern Texas (where formerly bred) to western Panama, and including Cozumel (just off Yucatán Peninsula); and Cuba, Jamaica, and Hispaniola""","species","Northern Jacana","Jacana spinosa","inland southern Sinaloa and central Tamaulipas (northwestern and northeastern Mexico); rarely southern Texas (where formerly bred) to western Panama, and including Cozumel (just off Yucatán Peninsula); and Cuba, Jamaica, and Hispaniola","Charadriiformes","Jacanidae (Jacanas)",NA,NA,5952,FALSE
"374",5949,"uplsan",NA,NA,"species","Upland Sandpiper","Bartramia longicauda","breeds Alaska to southern USA; winters in South America","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,5976,TRUE
"375",5950,"brtcur",NA,NA,"species","Bristle-thighed Curlew","Numenius tahitiensis","breeds western Alaska; winters Hawaii and Micronesia to Polynesia","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,5977,TRUE
"376",5951,"whimbr",NA,NA,"species","Whimbrel","Numenius phaeopus",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,5978,TRUE
"377",5960,"eskcur",NA,NA,"species","Eskimo Curlew","Numenius borealis","Canadian Arctic; winters to southern South America (probably extinct)","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,5987,FALSE
"378",5961,"lobcur",NA,NA,"species","Long-billed Curlew","Numenius americanus",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,5988,TRUE
"379",5964,"faecur",NA,NA,"species","Far Eastern Curlew","Numenius madagascariensis","breeds northeastern Asia; winters to Philippines, Indonesia, and Australia","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,5991,FALSE
"380",5966,"eurcur",NA,NA,"species","Eurasian Curlew","Numenius arquata",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,5993,FALSE
"381",5972,"curlew1",NA,NA,"spuh","curlew sp.","Numenius sp.",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,5999,FALSE
"382",5973,"batgod",NA,NA,"species","Bar-tailed Godwit","Limosa lapponica",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6000,TRUE
"383",5975,"batgod5",NA,NA,"subspecies",NA,"Limosa lapponica lapponica","breeds from northern Scandinavia eastward to the Kanin Peninsula (northwestern Russia); winters from Lapland eastern through Kola and Kanin peninsulas to western Yamal (north-central Russia); winters from the North Sea, western Iberia, and northwestern Africa south to western South Africa","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6002,FALSE
"384",5981,"batgod4",NA,NA,"subspecies",NA,"Limosa lapponica baueri","breeds western Alaska; winters coastal China to New Zealand","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6008,FALSE
"385",5982,"bktgod",NA,NA,"species","Black-tailed Godwit","Limosa limosa",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6009,FALSE
"386",5988,"hudgod",NA,NA,"species","Hudsonian Godwit","Limosa haemastica","breeds locally in Alaska and northern Canada (east to Hudson Bay); winters in southern South America (Argentina and south-central Chile), southward to Tierra del Fuego","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6015,TRUE
"387",5991,"margod",NA,NA,"species","Marbled Godwit","Limosa fedoa",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6018,TRUE
"388",5995,"godwit1",NA,NA,"spuh","godwit sp.","Limosa sp.",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6022,FALSE
"389",5997,"shbdow",NA,NA,"species","Short-billed Dowitcher","Limnodromus griseus",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6024,TRUE
"390",5998,"shbdow1",NA,NA,"group (monotypic)","Short-billed Dowitcher (griseus)","Limnodromus griseus griseus","Quebec and Labrador; winters coastal eastern USA to Brazil","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6025,FALSE
"391",5999,"shbdow2",NA,NA,"group (monotypic)","Short-billed Dowitcher (hendersoni)","Limnodromus griseus hendersoni","plains of central Canada; winters southeastern USA to Panama","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6026,FALSE
"392",6001,"lobdow",NA,NA,"species","Long-billed Dowitcher","Limnodromus scolopaceus","breeds Siberia and Alaska; winters southern USA to Panama","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6028,TRUE
"393",6004,"amewoo",NA,NA,"species","American Woodcock","Scolopax minor","breeds eastern Canada and USA; winters to Gulf Coast","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6031,TRUE
"394",6037,"comsni",NA,NA,"species","Common Snipe","Gallinago gallinago",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6064,FALSE
"395",6042,"wilsni1",NA,NA,"species","Wilson's Snipe","Gallinago delicata","Aleutian Islands and Alaska to southern USA; winters to northern South America","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6069,TRUE
"396",6056,"snipe2",NA,NA,"spuh","snipe sp.","Gallinago sp.",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6083,FALSE
"397",6057,"wilpha",NA,NA,"species","Wilson's Phalarope","Phalaropus tricolor","breeds Canada and USA; winters in western and southern South America","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6084,TRUE
"398",6058,"redpha1",NA,NA,"species","Red Phalarope","Phalaropus fulicarius","Holarctic circumpolar; winters at sea in southern hemisphere","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6085,TRUE
"399",6059,"renpha",NA,NA,"species","Red-necked Phalarope","Phalaropus lobatus","Holarctic circumpolar; winters at sea in southern hemisphere","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6086,TRUE
"400",6061,"phalar",NA,NA,"spuh","phalarope sp.","Phalaropus sp.",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6088,FALSE
"401",6063,"comsan",NA,NA,"species","Common Sandpiper","Actitis hypoleucos","Palearctic; winters to southern Africa, central Asia, Philippines, and Australia","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6090,TRUE
"402",6064,"sposan",NA,NA,"species","Spotted Sandpiper","Actitis macularius","breeds North America; winters to southern South America","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6091,TRUE
"403",6065,"y00668",NA,NA,"slash","Common/Spotted Sandpiper","Actitis hypoleucos/macularius",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6092,FALSE
"404",6067,"solsan",NA,NA,"species","Solitary Sandpiper","Tringa solitaria",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6094,TRUE
"405",6071,"gyttat1",NA,NA,"species","Gray-tailed Tattler","Tringa brevipes","mountains of Siberia; winters to southeastern Asia and Australasia","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6097,FALSE
"406",6072,"wantat1",NA,NA,"species","Wandering Tattler","Tringa incana","Siberia and Alaska; winters to northern South America, Hawaii, and southwestern Oceania","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6098,TRUE
"407",6076,"comred1",NA,NA,"species","Common Redshank","Tringa totanus",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6102,FALSE
"408",6083,"lesyel",NA,NA,"species","Lesser Yellowlegs","Tringa flavipes","Alaska and Canada; winters to Tierra del Fuego and Galapagos","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6109,TRUE
"409",6084,"norgre1",NA,NA,"species","Nordmann's Greenshank","Tringa guttifer","eastern Siberia; winters southeastern Asia to Philippines and Indonesia","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6110,FALSE
"410",6085,"willet1",NA,NA,"species","Willet","Tringa semipalmata",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6111,TRUE
"411",6086,"willet2",NA,NA,"group (monotypic)","Willet (Eastern)","Tringa semipalmata semipalmata","southeastern Canada to Gulf Coast and West Indies; winters to southern Brazil","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6112,FALSE
"412",6090,"comgre",NA,NA,"species","Common Greenshank","Tringa nebularia","Palearctic; winters to southern Africa, southern Asia, Philippines, and Australia","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6116,TRUE
"413",6092,"greyel",NA,NA,"species","Greater Yellowlegs","Tringa melanoleuca","Alaska and Canada; winters to southern South America","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6118,TRUE
"414",6094,"tringa1",NA,NA,"spuh","Tringa sp.","Tringa sp.",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6120,FALSE
"415",6099,"rudtur",NA,NA,"species","Ruddy Turnstone","Arenaria interpres",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6125,TRUE
"416",6102,"blktur",NA,NA,"species","Black Turnstone","Arenaria melanocephala","breeds coastal Alaska; winters southeastern Alaska to northwestern Mexico","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6128,TRUE
"417",6103,"grekno",NA,NA,"species","Great Knot","Calidris tenuirostris","northeastern Siberia; winters to India, southeastern Asia, Philippines, and Australia","Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6129,FALSE
"418",6104,"redkno",NA,NA,"species","Red Knot","Calidris canutus",NA,"Charadriiformes","Scolopacidae (Sandpipers and Allies)",NA,NA,6130,TRUE
